부위,질환명,정의,원인,증상,관련질환,진료과
피부,광선 각화증(Actinic Keratosis),"광선 각화증이란 지속적인 햇빛 노출에 의해 피부에 인설이 동반된 분홍색 또는 적색의 반점이나 구진이 생기는 피부 병변을 의미합니다. 편평세포암으로 발전할 수 있는 피부암의 초기 단계(전암 단계)라고 할 수 있습니다.
 ","광선 각화증의 주된 위험 요인은 햇빛 노출과 나이입니다. 피부색이 옅을수록 더 잘 발생하며(유색인종보다 백인에게서 더 잘 발생함), 남성에게서 조금 더 잘 발생합니다. 장기 이식, 항암 치료 등으로 면역이 억제된 사람들에게 나타날 수 있습니다.","광선 각화증은 주로 햇빛에 잘 노출되는 부위인 두피, 얼굴, 귀, 목, 아래팔, 손등 등에 잘 생깁니다. 전형적인 광선각화증은 건조하고 각질로 덮인, 거친 피부색 혹은 약간 적갈색을 띠는 덩어리로 보입니다. 크기는 0.5mm 정도에서 수 cm로 다양합니다.
  간혹 광선 각화증을 만드는 세포가 비정상적으로 성장해서 뿔 형태(cutaneous horn)를 만들기도 합니다. 크기는 1mm 정도에서 연필 지우개 크기 정도로 다양하며, 직선형 혹은 굽은 모양 등으로 나타납니다.
  광선 각화증은 아랫입술에 홍반, 가피, 미란, 출혈을 만성적으로 동반하는 각질 형태로 나타나기도 하는데, 이를 광선 구순염이라고 합니다.
광선 각화증은 수주 혹은 수개월 동안 없어졌다가 같은 부위에 다시 나타나기도 합니다. 손톱 등으로 각질을 제거해도 이내 다시 생깁니다. 때때로 편평세포암으로 진행되기 때문에 전문적인 치료를 받아야 합니다.","피부암, 상피내 신생물, 악성 흑색종",피부과
피부,기미(Melasma),"기미는 주로 얼굴에 나타나는 거무스름한 얼룩점을 의미합니다. 대부분 얼굴 양 측면에 동일한 형태로 나타나며, 짙은 갈색에서부터 회색까지 다양한 색상으로 나타납니다.
   ","기미를 일으키거나 악화시키는 원인에는 크게 세 가지가 있습니다.
  첫째, 호르몬입니다. 기미는 임신의 표지라는 별칭이 있을 정도로 임산부에게서 흔히 나타납니다. 50~70%의 임산부에게 기미가 생기며, 많은 기미 환자들은 임신했을 때 처음 기미가 생겼던 것으로 기억합니다. 피임약도 기미를 유발하는 주원인입니다. 피임약을 복용하는 4명 중 1명꼴로 기미가 나타납니다.
  둘째, 햇빛은 가장 중요한 악화 요인입니다. 햇빛 중에서도 자외선이 문제가 됩니다. 자외선은 우리 피부에 있는 색소 중 검은 색소인 멜라닌을 형성하는 멜라닌 세포를 자극하여 멜라닌을 많이 형성하게 합니다. 여름철 해변가에서 몸을 태우면 피부가 검어지듯이, 기미 역시 햇빛과 밀접한 관계가 있습니다. 따라서 기미는 햇빛이 강한 여름철에 심해지며 햇빛이 약한 겨울철에 흐려집니다.
  셋째, 유전적인 소인입니다.
종합하여 이야기하면, 기미는 유전적인 소인에 더하여 임신이나 피임약 등으로 인해 호르몬이 변화하고 여기에 이어 자외선을 받으면 멜라닌 세포가 활성화되어 생기는 것이라고 말할 수 있습니다. 그러나 세 가지 원인이 모든 사람에게 모두 관여하는 것은 아닙니다. 즉, 임신 경험이 있는 사람에게만 기미가 생기지 않습니다. 십 대 후반 내지 이십 대 초반에 기미가 생기기도 합니다.","광대뼈, 뺨 등 주로 햇빛에 많이 노출되는 얼굴에 거무스름한 반점이 관찰됩니다. 통증이나 가려움 같은 증상은 없습니다.",악성 흑색종,피부과
피부,기저귀 피부염(Diaper (napkin) dermatitis),기저귀 피부염은 여러 가지 원인에 의해 기저귀를 차는 부위에 다양한 염증 반응이 생기는 것을 의미합니다.,"기저귀 피부염은 수분이나 직물 자체와의 마찰에 의하여 기저귀를 차는 부위에 침연(피부가 물러져서 벗겨짐)이 나타나 피부의 일차 방어 기능이 감소하고, 여기에 다양한 외부 자극 물질이 더해져서 발생합니다. 대소변 자극 물질, 단백질 분해 효소, 지질분해 효소 등이 세균이나 효모에 의해 높아진 pH에 의해 활성화되면서 피부 장벽 기능을 약화시키고, 이로써 자극에 대한 저항성이 약화됩니다. 칸디다(Candida)와 같은 곰팡이에 감염되는 것도 기저귀 피부염의 중요 원인 중 하나입니다.","기저귀 피부염은 기저귀가 닿는 돌출 부위, 즉 둔부, 성기부, 하복부 및 치골 부위와 상부 대퇴부에 흔히 발생합니다. 사타구니 굴곡의 깊은 부위에는 기저귀 피부염이 잘 생기지 않습니다. 처음에는 붉은색의 피부 발적(홍반)이 나타납니다. 증상이 심해지면, 작은 물집들이 생기고 피부가 얇게 벗겨지며(미란), 진물(삼출)이 나올 수 있습니다. 사타구니의 깊은 굴곡 부위까지 침범되는 경우 간찰진, 건선, 칸디다증 등과의 감별이 필요합니다.
 ","아토피성 피부염, 접촉 피부염, 지루성 피부염, 탈락 피부염, 기저귀 피부염, 한선염, 농가진, 피부염",피부과
피부,기저세포 암종(Basal cell carcinoma),"기저세포 암종은 표피 및 그 부속기 기저부의 비각질화 세포에서 유래한 악성 종양입니다. 이는 국소적으로 침윤하며 매우 드물게 전이됩니다. 기저세포 암종은 편평세포암과 함께 가장 흔한 비멜라닌종 피부암입니다.
 ",기저세포 암종의 주요 원인은 오랜 기간 자외선에 노출되는 것입니다. 종양을 억제하는 유전자의 변이를 초래하는 자외선 B와 연관이 있습니다. 직업적인 노출보다 간헐적으로 짧고 과다하게 노출되는 것이 더 위험합니다. ,"기저세포 암종은 여러 임상 형태를 보이며, 주로 얼굴 부위에 자주 나타납니다. 기저세포 암종은 서서히 자라며, 다른 부위로 전이되는 경우가 드뭅니다. 다만 주위의 피부, 피하, 근육 및 뼈로 국소적으로 침입할 수 있습니다. 기저세포 암종의 형태에 따른 증상은 다음과 같습니다.
  ① 결절궤양 기저세포 암종
가장 흔한 기저세포 암종의 형태입니다. 밀랍 모양으로 반투명한 표면에 모세 혈관이 확장된 작은 결절로 시작합니다. 점차 자라면서 중앙부에 궤양이 생깁니다.
  ② 색소 기저세포 암종
멜라닌을 함유하고 있어 갈색 또는 검은색으로 보입니다. 악성 흑색종과의 감별이 필요합니다.
  ③ 경화 기저세포 암종
표면이 매끄럽고 편평하거나, 약간 낮거나 높습니다. 상아 색조를 띠고 단단한 판을 형성합니다. 치료 후 재발이 흔합니다.
  ④ 표재 기저세포 암종
한 개 내지 수 개의 반이 홍반 및 인설이 생깁니다. 이것들은 약간 침윤하여 주변부로 퍼집니다. 몸통과 팔다리에 흔하게 발생합니다.",악성 흑색종,"성형외과, 피부과, 피부암센터"
피부,꽃가루 알레르기(Pollen allergy),꽃가루 알레르기는 알레르기 체질인 사람이 꽃망울이 터지면서 나오는 아주 작은 꽃가루를 코나 기도 등을 통해 들이마실 때 발생하는 알레르기성 호흡기 질환을 의미합니다. ,"꽃가루 알레르기의 주된 원인은 누런 먼지처럼 공중에 날아다니는 삼나무, 오리나무, 자작나무 등의 꽃가루입니다. 꽃가루는 특히 5월에 많이 발생하며, 아침에 그 정도가 더 심합니다. 원인이 되는 꽃가루는 너무 작아서 눈에 잘 띄지 않고, 많이 날릴 때만 먼지처럼 보입니다. 외래종인 돼지풀도 알레르기를 일으킵니다. 피부염을 유발하는 꽃가루로는 국화, 과꽃, 데이지, 야생 쑥꽃, 야생 국화 등이 있습니다.
꽃가루 알레르기는 기상 조건에도 큰 영향을 받습니다. 꽃가루의 농도는 따뜻하고 건조한 오전 시간대에 가장 높습니다. 비바람을 동반한 천둥이 친 후에는 증상이 악화될 수 있습니다.","꽃가루 알레르기의 대표적인 증상은 알레르기성 비염, 결막염, 피부염, 기관지 천식입니다.
  알레르기성 비염이 생기면 물 같은 콧물이 시도 때도 없이 줄줄 흐르고, 연속적으로 재채기를 하며, 양쪽 콧구멍이 번갈아 막힙니다. 
  알레르기성 결막염이 생기면 눈이 심하게 가려워져서 눈을 비비게 됩니다. 증세가 심한 경우 눈이 충혈되거나 눈곱이 끼기도 합니다.
  알레르기성 피부염이 생기면 공기 중의 꽃가루가 노출된 눈 주위, 얼굴, 목, 손, 팔 등과 같은 부위에 닿아 빨갛게 변하고 가려워집니다. 전신 피부에 두드러기가 일어나기도 하고 전부터 있던 피부염이 악화되기도 합니다.
  기관지 천식은 알레르기 염증 반응으로 인해 기도가 좁아지는 증상입니다. 기침이나 쌕쌕거리는 소리가 나기도 합니다. 증세가 심한 경우 호흡곤란이 동반됩니다.
  이외에 피로감, 집중력 저하, 후각 기능 감퇴 현상 등이 같이 나타나기도 합니다. 증세는 대부분 아침에 심해집니다.","알레르기 비염, 아토피성 피부염, 약물 알레르기, 음식 알레르기, 알레르기성 결막염, 접촉 피부염, 만성 비염",알레르기내과
피부,농가진(Impetigo),"농가진은 주로 무덥고 습기 찬 여름철에 비위생적인 환경에서 세균에 감염되어 발생하는, 전염성이 높은 표재성 피부 감염증입니다. 주로 어린이에게 잘 발생합니다. 지저분해 보이는 물집, 고름과 딱지가 생기는 것이 특징입니다. 접촉전염 농가진(비수포성)과 물집(수포성) 농가진의 두 가지 종류가 있습니다. 물집 농가진은 황색 포도상 구균이 만드는 독소에 의해 표피 상층부에 물집이 생기는 것입니다. 접촉전염 농가진은 70%를 차지합니다.","농가진은 포도상 구균과 연쇄상 구균에 감염되어 발생합니다. 대개 표재성 박테리아의 피부 감염에 의한 유행성 질환입니다. 이 질환은 고온 다습한 여름부터 늦은 여름에 흔하게 발생합니다. 위생 상태가 불량하고 밀집된 환경에 있는 아동이 감염될 가능성이 높습니다. 어린이의 전염 경로는 반려동물, 오염된 손톱, 환자 등이며, 어른의 전염 경로는 미용실, 이용실, 수영장, 사우나탕 등입니다.","대다수의 농가진 환자(70%)에게 2~4mm의 붉거나 맑은 노란색의 장액이 있는 작은 수포가 생깁니다. 물집이나 고름집이 짓무르면 그 부위에 벌꿀이 말라붙은 듯한 노란색의 딱지가 형성됩니다. 그 후 병변은 점차 바깥쪽으로 번져 나가지만 중심부는 점점 회복되는 양상을 보입니다.
  딱지는 쉽게 떨어지지만 바닥에서 계속 진물이 납니다. 이 진물을 손으로 만지거나 수건으로 닦아내면 다른 부위로 전염될 수 있으므로 주의해야 합니다.
  발병 초기에는 얼굴, 몸통, 샅, 손발 등의 정상 피부에 한두 개의 자잘한 물집이 나타납니다. 이 물집은 점차 크고 흐물흐물하게 변해갑니다. 이런 물집은 쉽게 터지지만 두꺼운 딱지를 만들지는 않습니다. 물집의 경계는 명확합니다. 병변 주변의 홍반은 거의 없거나 있어도 경미합니다. 
  처음에는 전신 증상이 없지만, 나중에는 무기력해지고 설사하며 고열이 나거나 오히려 체온이 떨어지기도 합니다. 또한 패혈증이나 폐렴, 뇌수막염 등이 동반되면 치명적인 결과를 초래할 수 있습니다.
물집 농가진은 소아나 신생아에게서 주로 여름철에 발생합니다. 특히 신생아의 경우 병변이 전신으로 퍼지는 등 전염성이 강해 신생아실의 돌림병이 될 수 있습니다. 드물지만 어른에게도 겨드랑이, 음부, 손 등에 농가진이 생길 수 있습니다. 두피에는 생기지 않습니다. 예후는 좋습니다.","아토피성 피부염, 접촉 피부염, 지루성 피부염, 탈락 피부염, 기저귀 피부염, 천포창, 옴, 피부건조증, 피부염, 사면발이증","성형외과, 피부과"
피부,다모증(Excessive hair growth),"모발의 과도한 성장은 털과다증(다모증)과 남성형 털과다증(조모증)으로 나뉩니다. 털과다증(다모증)은 안드로겐과 무관하게 피부에 털이 많이 나는 질환으로, 연령, 종족, 성별을 고려했을 때 정상적인 기준보다 털의 밀도가 높거나 길이가 긴 상태를 의미합니다. 남성형 털과다증(조모증)은 난소나 부신에서 안드로겐이 과잉 분비되어 여성의 턱, 윗입술의 상방, 음부 상방, 가슴, 팔다리 등에 남성형의 모발 분포가 나타나는 질환을 의미합니다.","털과다증(다모증)은 선천성과 후천성으로 구분되며, 각각은 전신형과 국소형으로 구분됩니다. 선천성 털과다증의 원인은 유전자 이상입니다. 후천성 전신 털과다증의 원인은 약물, 독소, 전신 질환 등입니다. 털과다증이 발현되는 빈도와 기간은 원인에 따라 차이가 있습니다. 가장 흔한 원인은 약물입니다. 털과다증의 원인이 되는 전신 질환으로는 지방 위축성 당뇨, 다운 증후군 등이 있습니다. 후천성 국소 털과다증은 멜라닌세포 모반 등의 진피 종양에서 나타나며, 원인은 반복되는 국소적 자극이나 캐스트에 의한 오랜 밀폐 상태, 습진 등입니다.
  남성형 털과다증(조모증)의 원인은 난소, 부신에서 안드로겐이 과잉 생성되는 것입니다. 난소가 원인인 경우는 다낭성 난소종증 및 여러 난소 종양과 관련됩니다. 부신이 원인인 경우는 신천부신과형성증 및 부신 종양과 관련이 있습니다. 이외에 쿠싱병, 프로락틴 분비 선종 때문에 부신에서 안드로겐 생성을 조절하는 뇌하수체에 문제가 생겨 이것이 발생하기도 합니다. 그 외에 외인성 안드로겐 과다 복용 및 다른 약물의 복용에 의해 발생할 수도 있습니다. ","우리 몸 어느 부위든지 털이 더 굵고, 길고, 무성하면 과도한 모발 성장으로 볼 수 있습니다. 털과다증(다모증)은 연령, 종족, 성별을 고려했을 때 정상적인 기준보다 털의 밀도가 높거나 길이가 긴 상태입니다. 남성형 털과다증(조모증)은 가는 털인 연모가 더 굵고 진한 성모로 변한 결과입니다. 여성의 턱, 윗입술의 상방, 음부 상방, 가슴, 팔다리 등에서 남성형의 모발 분포가 나타납니다. 안드로겐의 영향으로 여드름과 안드로겐 탈모증이 동반될 수 있습니다. 이외에 월경 장애, 불임, 비만, 당뇨 등 대사성 변화가 발생하기도 합니다. ","다낭성 난소 증후군, 포르피린증",피부과
피부,단독(Erysipelas),"단독은 피부가 연쇄상 구균에 감염되어 피하조직과 피부에 병변이 나타나는 급성 접촉성 전염 질환을 의미합니다. 이 질환의 특징은 병변의 경계가 뚜렷한 것과 납작한 모양으로 빨갛게 부어오르는 것입니다. 단독은 주로 진피의 상부를 침범하여 주위로 빠르게 전파되지만, 근육층을 침범하지 않습니다.","단독의 원인은 연쇄상 구균의 감염입니다. 피부의 작은 상처와 습진, 외과적 절제, 피부 궤양 등을 통해 원인균에 감염됩니다. 비강을 통해 원인균에 감염되는 경우도 있습니다. 주로 노인, 영아, 아동에게 발생합니다. 면역력이 저하된 사람, 당뇨, 알코올 중독자, 피부 궤양이 있는 사람, 곰팡이균 감염자, 혈관 수술로 인한 림프부종이 있는 사람에게서도 잘 발생합니다.","단독 환자는 감염된 후 48시간 이내에 고열, 오한, 피로감, 두통, 구토를 겪고, 감염된 부위의 피부 병변이 경계가 뚜렷하며 납작한 모양으로 빨갛고 빠르게 부어오릅니다. 병변은 단단하며 열감과 통증이 느껴집니다. 증상이 심해지면 수포, 점상 출혈, 피부 괴사가 발생할 수도 있습니다. 팔, 다리, 손가락, 발가락, 눈 주변, 귀, 볼 등에 잘 발생합니다. 얼굴은 한쪽 혹은 양쪽 모두 침범할 수 있습니다. 얼굴 양쪽을 침범할 경우 양 볼과 코를 포함하는 나비 모양의 병변이 나타납니다. 
 ","혈관부종, 접촉 피부염","가정의학과, 피부과"
피부,단순 포진(Herpes Simplex),"단순 포진(Herpes simplex)은 헤르페스 바이러스의 일종인 단순 포진 바이러스(herpes simplex virus, HSV) 1형에 의한 입술 포진과 2형에 의한 생식기계 감염을 의미합니다.",   ,"단순 포진에 걸리면 임상적으로 피부 또는 점막에 홍반과 함께 군집을 이루는 작은 물집이 발생합니다. 병변은 가렵거나 따갑기도 합니다. 단순 포진은 주로 입 주위를 침범하는 1형과 주로 성기 부위를 침범하는 2형으로 구분됩니다.
  단순 포진 바이러스에 의한 감염은 크게 '초발 단순 포진'과 '재발 단순 포진'으로 나뉩니다.
초발 단순 포진은 단순 포진 바이러스에 처음 감염된 것입니다. 환자는 대부분 증상이 없거나 경미합니다. 감염된 지 3~4일 되는 시점에 작은 물집, 발열, 두통, 근육통, 권태감 등이 최고에 도달하며, 이로부터 3~4일 후에 증상이 사라집니다.
 
처음 홍반이 나타난 이후, 군집을 이룬 반구형의 작은 물집이 발생합니다. 이 물집은 이후 농포로 진행하며 결국에는 딱지가 형성되어 탈락합니다. 이러한 피부 병변은 2~3주 내에 치유됩니다.
 
재발 단순 포진은 초발 감염 이후 잠복 상태에 있다가 열성 질환, 정신적 긴장, 외상, 피로 등의 여러 가지 원인에 의해 바이러스가 활성화되어 발생합니다.
초발 감염과 비교하여 전구 증상이 미약하며, 피부 병변은 비슷하지만 국소화됩니다. 지속기간이 짧아 1~2주 내에 치유됩니다.
드물게 단순 포진 바이러스성 수막염, 단순 포진성 뇌염과 같은 신경계 합병증이 발생할 수 있습니다.","헤르페스 바이러스 감염, 대상포진, 단순 포진성 뇌염",피부과
피부,대상포진(Herpes zoster),"대상포진은 수두-대상포진 바이러스(varicella-zoster virus, VZV)가 소아기에 수두를 일으킨 후 신경 주위에 무증상으로 남아 있다가, 수두-대상포진 바이러스에 대한 면역력이 떨어질 때 신경을 타고 나와 피부에 발진을 일으키면서 심한 통증을 유발하는 질환을 의미합니다.","대상포진의 주된 원인은 (세포 매개성) 고령, 면역 저하제 사용, 이식, 에이즈 등으로 인해 면역력이 떨어지는 것입니다. 면역력이 떨어지면, 바이러스가 증식하여 신경을 따라 피부로 다시 나오면서 대상포진이 발생합니다. 암, 에이즈, 항암 치료, 방사선 치료, 이식 후 거부 반응을 막기 위해 면역 억제제를 복용하거나 장기간 스테로이드를 복용하는 경우에 면역력이 감소할 수 있습니다. 이외에 질병, 사고, 스트레스 등으로 몸의 면역력이 약해져 대상포진이 발생하기도 합니다. ","대상포진은 주로 몸통이나 엉덩이 부위에 생깁니다. 그러나 신경이 있는 부위이면 얼굴, 팔, 다리 등 어디에서든 발생할 수 있습니다. 
  대상포진의 주요 증상은 통증입니다. 통증은 몸의 한쪽 부분에 국한되는 경우가 대부분입니다. 아프거나 따끔거리는 느낌의 통증이 발생합니다. 이러한 증상이 1~3일 정도 이어진 후 붉은 발진이 나타나며, 열이나 두통이 발생합니다. 수포는 2~3주 정도 지속됩니다. 수포가 사라진 후 농포, 가피가 형성되며, 점차 사라집니다. 
  통증은 병변이 사라진 후에도 지속될 수 있습니다. 이것이 포진 후 신경통입니다. 드물게 수포 없이 통증이 발생하거나 통증 없이 수포가 발생하는 경우도 있습니다. 포진 후 신경통의 통증이 일반적인 진통제에 반응하지 않을 정도로 매우 심한 경우, 신경 차단술 등을 시행할 수도 있습니다. ","헤르페스 바이러스 감염, 수두, 대상포진 후 신경통, 구순포진",피부과
피부,대상포진 후 신경통(Postzoster neuralgia),"대상포진 후 신경통은 대상포진 후에 발생하는 만성 통증으로, 발진이 발생한 지 1개월이 지난 후에도 통증이 남아 있는 질환을 의미합니다. 고령일수록 발생 빈도가 증가합니다. 60세 이상 대상포진 환자의 20~50% 정도는 6개월 이후까지도 지속되는 통증을 경험합니다. 70세 이상 대상포진 환자의 50% 정도는 대상포진 후 신경통을 경험합니다. 대상포진 후 신경통은 당뇨병 환자, 면역 저하 환자, 여성에게 발생할 위험성이 높습니다. ","대상포진은 어릴 때 수두를 앓은 사람의 몸에 남아 있는 바이러스(Varicellar-zoster virus)에 의해 피부에 심한 통증과 물집이 생기는 신경 질환입니다. 이러한 바이러스는 특정 신경세포에 숨어 있다가 몸의 저항력이 약해지거나 심하게 피곤할 때 신경을 타고 나와 피부에 발진을 일으킵니다. 나이가 많고 면역력이 떨어진 환자에게서 대상포진 후 신경통이 잘 발생합니다.
대상포진 후 신경통의 원인은 잘 알려지지 않았습니다. 다만 급성기의 염증과 그 결과로 나타나는 통증 신호에 의해 통증 전달 체계에 이상이 생기고, 이로 인해 기능이 변화되면서 발생한다고 알려져 있습니다. ","대상포진은 물집이 발생하기 며칠 전부터 심한 통증이 생기므로 다른 질환으로 오인되기도 합니다. 감기몸살과 같은 증상이 나타나기도 합니다. 왼쪽, 오른쪽 중 한쪽에만 국한되어 나타납니다. 얼굴, 팔다리, 몸통 등 어디에서든 발생합니다. 대개 피부가 붉어지면서 작은 물집이 띠를 두른 것처럼 발생하며, 2~3주 정도 지속됩니다. 통증이 심하여 옷깃만 스쳐도 통증을 느낍니다. 심한 경우 선풍기 바람도 쐴 수 없을 정도로 극심한 통증을 호소합니다. 
  대상포진 후 신경통이 생기면 피부 표면이나 피부 깊은 곳에서 통증이 느껴집니다. 지속적으로 통증이 오는 경우, 통증은 따갑고 쑤시고 찌르는 듯하며 박동성입니다. 간간이 통증이 발생하는 경우는 통증이 예리하고 찢어지는 듯합니다. 통증 부위의 감각은 둔해지는 경우가 많습니다. 스치는 듯한 가벼운 자극에도 극심한 고통을 느끼기도 합니다.",대상포진,"마취통증의학과, 신경과, 신경외과, 피부과"
피부,돌발성 발진(Exanthem subitum),돌발성 발진은 생후 6~24개월 영유아에게 많이 발생하는 양성 급성 전염병을 의미합니다. 이는 소아 장미진(roseola infantum)이라고도 불립니다. 돌발성 발진의 원인은 바이러스에 의한 감염입니다.,"돌발성 발진의 원인은 헤르페스 바이러스인 HHV-6 또는 7에 의한 감염입니다. 이 바이러스는 유일하게 사람만을 숙주로 하므로, 인간 헤르페스 바이러스라고도 불립니다. ","돌발성 발진의 증상은 다양합니다. 주로 10일 전후의 잠복기를 거쳐 급작스럽게 39~41℃ 정도의 고열이 발생하고, 이 고열이 3~4일 정도 지속되다가 내려가면서 발진이 나타납니다. 환아는 고열이 지속되는 동안 보통 몹시 보채고 식욕이 떨어지며, 열성 경련을 하기도 합니다.
  발진은 주로 몸통, 목, 귀 뒤에서 나타납니다. 드물게 얼굴이나 다리에 나타나기도 합니다. 발진은 빠르게 사라져서 24시간 이상 지속되는 경우가 드뭅니다. 뒷머리, 목, 귀 뒤의 림프절이 확대되는 경우가 많습니다. 인후, 결막, 고막의 발적, 목젖이나 구개열 부위의 궤양이 동반되기도 합니다.
   ",헤르페스 바이러스 감염,"소아내분비대사과, 소아소화기영양과, 소아감염과"
피부,동상(Frostbite),동상이란 심한 추위(한랭)에 노출됨으로써 신체 부위의 생리적인 보상 기전이 실패하여 국소적인 조직 손상이 발생하는 것을 의미합니다.,"피부의 혈액순환은 체온 유지에 가장 중요한 요소입니다. 인체는 섭씨 15℃(화씨 59℉) 이하에서 피부에 가까운 혈관을 수축시켜 중심 체온을 유지하려는 특징이 있습니다. 아주 추운 날씨나 환경에 오랜 시간 노출되면, 혈관이 지속적으로 수축함으로써 신체 말단부에 공급되는 혈류가 감소하여 조직이 손상됩니다. 이것이 바로 동상입니다. 따라서 동상은 심장에서 멀리 떨어진 신체 부위와 추위에 노출되는 손가락, 발가락, 귀, 코 등에 잘 생깁니다.
  신체 조직은 섭씨 영하 2℃(화씨 28℉) 이하가 되면 얼기 시작하며, 세포 내에 얼음 결정이 생겨 손상됩니다. 이 세포들이 재가온되며 세포가 터지면 추가 손상이 생깁니다. 또한 체액과 단백질이 손상된 혈관으로 새어 나와 부종과 수포를 일으킵니다.","동상의 증상은 노출 정도에 따라 달라집니다. 가장 흔한 증상으로서, 동상 환자의 75%는 무감각을 겪습니다. 초기에는 가벼운 건드림, 통증, 온도에 대한 감각이 손실됩니다. 혈관이 심하게 수축되어 손상되면 지각 마비(무감각증, anesthesia)가 옵니다.
  조직이 부분적으로 손상될 때는 간헐적인 통증이 발생합니다. 정상적인 감각이 느껴지고, 따뜻하고, 초기에 수포가 생기면 예후가 좋습니다. 그러나 출혈성 수포가 생기거나 부종이 형성되지 않으면 예후가 나쁩니다.",횡문근융해증,"가정의학과, 성형외과, 응급의학과"
피부,동전모양 습진(Nummular Eczema),동전모양 습진은 비교적 경계가 잘 구분되는 동그란 모양의 습진성 판을 의미합니다.,동전모양 습진의 명확한 원인은 아직 밝혀지지 않았습니다. 흔히 건조한 피부와 연관이 있습니다. 또한 병변에서 신경펩타이트의 양이 증가된 것을 확인할 수 있습니다.,"주로 무릎 아래쪽의 하지, 손등, 발등 등의 부위에 습진이 발생합니다. 급성 발진은 작은 물집과 구진으로 나타나며, 이들이 합쳐지면서 주변으로 퍼져나가 특징적인 홍반성의 동전 모양 병변을 형성합니다. 급성 병변에는 부종과 삼출, 딱지가 발생할 수 있습니다. 만성 병변에는 비늘과 태선화가 나타납니다. 가려움증 및 이로 인해 긁힌 상처를 볼 수 있습니다.",습진,피부과
